Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
Oracle MySQL Server <= 5.6.50 / 5.7 <= 5.7.32 / 8.0 <= 8.0.22 Security Update (cpu- jan2021) - Linux,4.9,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],[],,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2024-21238', 'url: https://www.oracle.com/security-alerts/cpuoct2024.html#AppendixMSQL', 'advisory-id: cpuoct2024', 'cert-bund: WID-SEC-2024-3188', 'dfn-cert: DFN-CERT-2025-0446', 'dfn-cert: DFN-CERT-2024-2732']",MEDIUM,"['Update to version 8.0.40, 8.4.2, 9.0.2 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.6.50 / 5.7 <= 5.7.32 / 8.0 <= 8.0.22 Security Update (cpujan2021) - Linux,4.9,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.62', 'Fixed version: 5.6.51', 'Installation path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2021-2022', 'cve: CVE-2021-2060', 'url: https://www.oracle.com/security-alerts/cpujan2021.html#AppendixMSQL', 'advisory-id: cpujan2021', 'cert-bund: WID-SEC-2023-0067', 'cert-bund: CB-K21/0062', 'dfn-cert: DFN-CERT-2021-2155', 'dfn-cert: DFN-CERT-2021-0131']",MEDIUM,"['Update to version 5.6.51, 5.7.33, 8.0.23 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.6.50 / 5.7 <= 5.7.30 / 8.0 <= 8.0.17 Security Update (cpujan2021) - Linux,4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.62', 'Fixed version: 5.6.51', 'path / port: 3306/tcp']",,172.31.1.25,['Successful attacks of this vulnerability can result in the unauthorized ability to cause a hang or frequently repeatedly crash (complete DOS) the MySQL Server.'],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2021-2001', 'url: https://www.oracle.com/security-alerts/cpujan2021.html#AppendixMSQL', 'advisory-id: cpujan2021', 'cert-bund: WID-SEC-2023-0067', 'cert-bund: CB-K21/0062', 'dfn-cert: DFN-CERT-2021-2155', 'dfn-cert: DFN-CERT-2021-0810', 'dfn-cert: DFN-CERT-2021-0131']",MEDIUM,"['Update to version 5.6.51, 5.7.31, 8.0.18 or later.']",OPENVAS,openvas_mysql_5.5
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpujul2023) - Linux",4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpujul2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.149978', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.42', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2023-22007', 'url: https://www.oracle.com/security-alerts/cpujul2023.html#AppendixMSQL', 'advisory-id: cpujul2023', 'cert-bund: WID-SEC-2023-1794', 'dfn-cert: DFN-CERT-2024-1188', 'dfn-cert: DFN-CERT-2024-0593', 'dfn-cert: DFN-CERT-2024-0454', 'dfn-cert: DFN-CERT-2023-1642']",MEDIUM,"['Update to version 5.7.42, 8.0.33 or later.']",OPENVAS,openvas_mysql_5.5
"Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.31 Security Update (cpuoct2023) - Linux",4.9,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.31 Security Update (cpuoct2023) - Lin.', 'OID:1.3.6.1.4.1.25623.1.0.151211', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.43', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2023-22015', 'dfn-cert: DFN-CERT-2024-0454', 'dfn-cert: DFN-CERT-2023-1642']",MEDIUM,"['Update to version 5.7.43, 8.0.32 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.40 Security Update (cpujan2023) - Linux,4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.40 Security Update (cpujan2023) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.149167', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.41', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2024-21207', 'url: https://www.oracle.com/security-alerts/cpuoct2024.html#AppendixMSQL', 'advisory-id: cpuoct2024', 'cert-bund: WID-SEC-2024-3188', 'dfn-cert: DFN-CERT-2024-2732']",MEDIUM,['Update to version 5.7.41 or later.'],OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.33 Security Update (cpuapr2021) - Linux,4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.33 Security Update (cpuapr2021) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.145801', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.34', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2023-21840', 'url: https://www.oracle.com/security-alerts/cpujan2023.html#AppendixMSQL', 'advisory-id: cpujan2023', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-0126', 'dfn-cert: DFN-CERT-2023-0105']",MEDIUM,['Update to version 5.7.34 or later.'],OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.30 / 8.0 <= 8.0.17 Security Update (cpuapr2021) - Linux,4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.30 / 8.0 <= 8.0.17 Security Update (cpuapr2021) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.145803', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.31', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2021-2160', 'url: https://www.oracle.com/security-alerts/cpuapr2021.html#AppendixMSQL', 'advisory-id: cpuapr2021', 'cert-bund: WID-SEC-2023-0065', 'cert-bund: CB-K21/0421', 'dfn-cert: DFN-CERT-2021-0821']",MEDIUM,"['Update to version 5.7.31, 8.0.18 or later.']",OPENVAS,openvas_mysql_5.5
"Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.31 Security Update (cpuoct2023) - Linux",4.9,['Oracle MySQL Server is prone to denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.62', 'Fixed version: 5.7.44', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2021-2160', 'url: https://www.oracle.com/security-alerts/cpuapr2021.html#AppendixMSQL', 'advisory-id: cpuapr2021', 'cert-bund: WID-SEC-2023-0065', 'cert-bund: CB-K21/0421', 'dfn-cert: DFN-CERT-2021-0821']",MEDIUM,"['Update to version 5.7.44, 8.0.32 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Linux,4.9,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.170866', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 8.0.36', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2024-21200', 'url: https://www.oracle.com/security-alerts/cpuoct2024.html#AppendixMSQL', 'advisory-id: cpuoct2024', 'cert-bund: WID-SEC-2024-3188', 'dfn-cert: DFN-CERT-2024-2732']",MEDIUM,['Update to version 8.0.36 or later.'],OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.36 / 8.0 <= 8.0.27 Security Update (cpuoct2022) - Linux,4.4,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.62', 'Fixed version: 5.7.37']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2024-21212', 'url: https://www.oracle.com/security-alerts/cpuoct2024.html#AppendixMSQL', 'advisory-id: cpuoct2024', 'cert-bund: WID-SEC-2024-3188', 'dfn-cert: DFN-CERT-2025-0446', 'dfn-cert: DFN-CERT-2024-2732']",MEDIUM,"['Update to version 8.0.40, 8.4.1 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.29 Security Update (cpuoct2022) - Linux,4.3,['Oracle MySQL Server is prone to an information disclosure vulnerability.'],['Checks if a vulnerable version is present on the target host.'],['Installation path / port: 3306/tcp'],,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2022-21595', 'url: https://www.oracle.com/security-alerts/cpuoct2022.html#AppendixMSQL', 'advisory-id: cpuoct2022', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-1776', 'dfn-cert: DFN-CERT-2023-0504', 'dfn-cert: DFN-CERT-2022-2306']",MEDIUM,"['Update to version 5.7.37, 8.0.28 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.16 Security Update (cpuoct2022) - Linux,4.3,['Oracle MySQL Server is prone to an information disclosure vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.16 Security Update (cpuoct2022) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.118383', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.40', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2022-21589', 'url: https://www.oracle.com/security-alerts/cpuoct2022.html#AppendixMSQL', 'advisory-id: cpuoct2022', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2022-1776', 'dfn-cert: DFN-CERT-2022-2306']",MEDIUM,"['Update to version 5.7.40, 8.0.17 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server Information Disclosure Vulnerability,,['Oracle MySQL Server is prone to an information disclosure vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.16 Security Update (cpuoct2022) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.118383', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.40', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2022-21589', 'url: https://www.oracle.com/security-alerts/cpuoct2022.html#AppendixMSQL', 'advisory-id: cpuoct2022', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2022-1776', 'dfn-cert: DFN-CERT-2022-2306']",LOW,"['Update to version 5.7.40, 8.0.17 or later.']",OPENVAS,openvas_mysql_5.5
Oracle MySQL Server <= 5.6.44 / 5.7 <= 5.7.18 Security Update (cpujul2019) - Linux,2.7,['Oracle MySQL Server is prone to an unspecified vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.6.44 / 5.7 <= 5.7.18 Security Update (cpujul2019) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.142642', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.6.45', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2019-2730', 'url: https://www.oracle.com/security-alerts/cpujul2019.html#AppendixMSQL', 'advisory-id: cpujul2019', 'cert-bund: CB-K19/0620', 'dfn-cert: DFN-CERT-2019-2169', 'dfn-cert: DFN-CERT-2019-1453']",LOW,"['Update to version 5.6.45, 5.7.19 or later.']",OPENVAS,openvas_mysql_5.5
"Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpuapr2023) - Linux",2.7,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpuapr2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.149531', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.5.62', 'Fixed version: 5.7.41', 'path / port: 3306/tcp']",,172.31.1.25,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.5.62', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2023-21963', 'url: https://www.oracle.com/security-alerts/cpuapr2023.html#AppendixMSQL', 'advisory-id: cpuapr2023', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1033', 'dfn-cert: DFN-CERT-2023-0885']",LOW,"['Update to version 5.7.41, 8.0.32 or later.']",OPENVAS,openvas_mysql_5.5
Database Open Access Information Disclosure Vulnerability,0.0,['Various Database server might be prone to an information disclosure vulnerability if accessible to remote systems.'],[],['Oracle MySQL can be accessed by remote attackers'],,172.31.1.25,['Successful exploitation could allow an attacker to obtain sensitive information from the database.'],['The remote database server is not restricting direct access from remote systems.'],[],['Checks the result of various database server detections and evaluates their results.'],,,{},3306,[],tcp,['https://www.pcisecuritystandards.org/security_standards/index.php?id=pci_dss_v1-2.pdf'],LOG,"['Solution type: Workaround', 'Restrict database access to remote systems. Please see the manual of the affected database server for more information.']",OPENVAS,openvas_mysql_5.5
MariaDB / Oracle MySQL Detection (MySQL Protocol),0.0,['MySQL protocol-based detection of MariaDB / Oracle MySQL.'],[],"['Detected Oracle MySQL', 'Version: 5.5.62', 'Location: 3306/tcp', 'CPE: cpe:/a:oracle:mysql:5.5.62', 'Concluded from version/product identification result: 5.5.62']",,172.31.1.25,[],[],[],['Details: MariaDB / Oracle MySQL Detection (MySQL Protocol)'],,,{},3306,[],tcp,[],LOG,[],OPENVAS,openvas_mysql_5.5
ICMP Timestamp Reply Information Disclosure,2.1,['The remote host responded to an ICMP timestamp request.'],['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.'],"['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",,172.31.1.25,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],[],,,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",LOW,"['Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_mysql_5.5
TCP Timestamps Information Disclosure,2.6,['The remote host implements TCP timestamps and therefore allows to compute the uptime.'],"['Special IP packets are forged and sent with a little delay in between to the target IP. The responses are searched for a timestamps. If found, the timestamps are reported.']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 2259507992', 'Packet 2: 2259509120']",,172.31.1.25,['A side effect of this feature is that the uptime of the remote host can sometimes be computed.'],"['The remote host implements TCP timestamps, as defined by RFC1323/RFC7323.']",[],[],,,{},general,[],icmp,['dfn-cert: DFN-CERT-2014-0658'],LOW,"[""""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime."""", """"To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"""", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled. The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment.']",OPENVAS,openvas_mysql_5.5
TCP Timestamps Information Disclosure,2.6,['The remote host implements TCP timestamps and therefore allows to compute the uptime.'],"['Special IP packets are forged and sent with a little delay in between to the target IP. The responses are searched for a timestamps. If found, the timestamps are reported.']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 2259507992', 'Packet 2: 2259509120']",,172.31.1.25,['A side effect of this feature is that the uptime of the remote host can sometimes be computed.'],"['The remote host implements TCP timestamps, as defined by RFC1323/RFC7323.']",[],[],,,{},general,[],tcp,"['https://datatracker.ietf.org/doc/html/rfc1323', 'https://datatracker.ietf.org/doc/html/rfc7323', 'https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'https://www.fortiguard.com/psirt/FG-IR-16-090']",LOW,"[""""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime."""", """"To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled' Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled. The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment.""""]",OPENVAS,openvas_mysql_5.5
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.']",[],"['172.31.1.25|cpe:/a:mysql:mysql:5.5.62', '172.31.1.25|cpe:/a:oracle:mysql:5.5.62', '172.31.1.25|cpe:/o:linux:kernel']",,172.31.1.25,[],[],[],['Details: CPE Inventory'],,,{},general,[],tcp,['https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_mysql_5.5
IP Forwarding Enabled - Active Check,0.0,['Checks if the remote host has IP forwarding enabled.'],[],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],,172.31.1.25,[],[],[],['Sends a crafted Local Link Layer (LLL) frame and checks the response.'],,,{},general,[],tcp,['cve: CVE-1999-0511'],LOG,[],OPENVAS,openvas_mysql_5.5
Traceroute,0.0,['Collect information about the network route and network distance between the scanner host and the target host.'],[],"['Network route from scanner (172.30.0.2) to target (172.31.1.25):', '172.30.0.2', '172.31.1.25', 'Network distance between scanner and target: 2']",,172.31.1.25,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']",[],"[""""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'.""""]",,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_mysql_5.5
OS Detection Consolidation and Reporting,0.0,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS. It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']",[],"['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key """"Host/runs_unixoide"""" based on this information']",,172.31.1.25,[],[],[],[],,,{},general,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_mysql_5.5
Hostname Determination Reporting,0.0,['The script reports information on how the hostname of the target was determined.'],[],"['Hostname determination for IP 172.31.1.25:', 'Hostname|Source', 'mysql55.trabalho_vulnnet|Reverse-DNS']",,172.31.1.25,[],[],[],[],,,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_mysql_5.5
CPE Inventory,0.0,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output.', 'Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",[],"['172.31.1.25|cpe:/a:mysql:mysql:5.5.62', '172.31.1.25|cpe:/a:oracle:mysql:5.5.62', '172.31.1.25|cpe:/o:linux:kernel']",,172.31.1.25,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_mysql_5.5
Services,0.0,['This plugin performs service detection.'],[],['A MySQL server is running on this port'],,172.31.1.26,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,,{},3306,[],tcp,[],LOG,[],OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.31 Security Update (cpuapr2023) - Linux",9.8,['Oracle MySQL Server is prone to a vulnerability in InnoDB (zlib).'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.31 Security Update (cpuapr2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.149535', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.42', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2022-37434', 'url: https://www.oracle.com/security-alerts/cpuapr2023.html#AppendixMSQL', 'advisory-id: cpuapr2023', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-1653', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2024-0122', 'cert-bund: WID-SEC-2024-0120', 'cert-bund: WID-SEC-2024-0064']",Critical,"['Update to version 5.7.42, 8.0.32 or later.']",OPENVAS,openvas_mysql_5.6
