Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
phpLDAPadmin < 1.2.4 XSS Vulnerability - Linux,['6.1'],['phpLDAPadmin is prone to a cross-site scripting (XSS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 1.2.3', 'Fixed version: 1.2.4']",172.30.29.2,['The aw allows remote users to inject arbitrary web script or HTML.'],"['A XSS vulnerability exists in htdocs/entry_chooser.php via the form, element, rdn, or container parameter.']",[],[],,{},443,[],tcp,"['cve: CVE-2017-11107', 'url: https://github.com/leenooks/phpLDAPadmin/issues/50', 'url: https://github.com/leenooks/phpLDAPadmin/pull/71', 'cert-bund: CB-K17/1188', 'dfn-cert: DFN-CERT-2017-1228']",Medium,['Update to version 1.2.4 or later.'],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: BREACH attack against HTTP compression,['5.0'],"[""""SSL/TLS connections are vulnerable to the 'BREACH' (Browser Reconnaissance & Exltration via Adaptive Compression of Hypertext) attack.""""]",['Checks if the remote web server has HTTP compression enabled.'],"['Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip', 'URL : https://ddd74033f57d/']",172.30.29.2,['The aw makes it easier for man-in-the-middle attackers to obtain plaintext secret values.'],"[""""Angelo Prado, Neal Harris and Yoel Gluck reported that SSL/TLS attacks are still viable via a 'BREACH' (Browser Reconnaissance & Exltration via Adaptive Compression of Hypertext) attack, which they describe as: While CRIME was mitigated by disabling TLS/SPDY compression (and by modifying gzip to allow for explicit separation of compression contexts in SPDY), BREACH attacks HTTP re- sponses.""""]",[],[],,{},443,[],tcp,"['cve: CVE-2013-3587', 'url: http://breachattack.com/', 'url: http://www.kb.cert.org/vuls/id/987798', 'url: http://www.openwall.com/lists/oss-security/2013/08/07/1', 'url: https://bugzilla.redhat.com/show_bug.cgi?id=995168', 'url: https://en.wikipedia.org/wiki/HTTP_compression', 'cert-bund: WID-SEC-2024-2086', 'cert-bund: CB-K14/1447', 'dfn-cert: DFN-CERT-2018-2395', 'dfn-cert: DFN-CERT-2014-1525']",Medium,"['Disabling HTTP compression', 'Separating secrets from user input', 'Randomizing secrets per request', 'Masking secrets (eectively randomizing by XORing with a random secret per request)', 'Protecting vulnerable pages with CSRF', 'Length hiding (by adding random number of bytes to the responses)', 'Rate-limiting the requests']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Missing 'Secure' Cookie Attribute (HTTP),['5.0'],"[""""The remote HTTP web server / application is missing to set the 'Secure' cookie attribute for one or more sent HTTP cookie."""", 'Quality of Detection (QoD): 70%']","[""""Checks all cookies sent by the remote HTTP web server / application over a SSL/TLS connection for a missing 'Secure' cookie attribute.""""]","['The cookie(s):', 'Set-Cookie: 5d89dac18813e15aa2f75788275e3588=***replaced***; path=/', 'is/are missing the """"Secure"""" cookie attribute.']",172.30.29.2,"[""""The aw exists if a cookie is not using the 'Secure' cookie attribute and is sent over a SSL/TLS connection."""", 'This allows a cookie to be passed to the server by the client over non-secure channels (HTTP) and subsequently allows an attacker to e.g. conduct session hijacking attacks.']","[""""The aw exists if a cookie is not using the 'Secure' cookie attribute and is sent over a SSL/TLS connection."""", 'This allows a cookie to be passed to the server by the client over non-secure channels (HTTP) and subsequently allows an attacker to e.g. conduct session hijacking attacks.']",[],[],,{},443,[],tcp,"['https://www.rfc-editor.org/rfc/rfc6265#section-5.2.5', 'https://owasp.org/www-community/controls/SecureCookieAttribute', 'https://wiki.owasp.org/index.php/Testing_for_cookies_attributes_(OTG-SESS-0 ->02)']",Medium,"[""""Set the 'Secure' cookie attribute for any cookies that are sent over a SSL/TLS connection"""", """"Evaluate / do an own assessment of the security impact on the web server / application and create an override for this result if there is none (this can't be checked automatically by this VT)""""]",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Certicate In Chain Expired,['5.0'],"['The remote service is using a SSL/TLS certicate chain where one or multiple CA certicates have expired.', 'Quality of Detection (QoD): 99%']",['Checks the expire date of the CA certicates.'],"['The following certificates which are part of the certificate chain have expired:', 'Subject: CN=docker-light-baseimage,ST=New Mexico,L=Albuquerque,OU=Informatio ->n Technology Dep.,O=A1A Car Wash,C=US', 'Expired on: 2020-12-21 13:53:00']",172.30.29.2,[],['Checks if the CA certicates in the SSL/TLS certicate chain have expired.'],[],[],,{},443,[],tcp,[],MEDIUM,['Sign your server certicate with a valid CA certicate.'],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Missing 'HttpOnly' Cookie Attribute (HTTP),['4.3'],"[""""The remote HTTP web server / application is missing to set the 'HttpOnly' cookie attribute for one or more sent HTTP cookie."""", 'Quality of Detection (QoD): 70%']","[""""Checks all cookies sent by the remote HTTP web server / application for a missing 'HttpOnly' cookie attribute.""""]","['The cookie(s):', 'Set-Cookie: 5d89dac18813e15aa2f75788275e3588=***replaced***; path=/', 'is/are missing the """"HttpOnly"""" cookie attribute.']",172.30.29.2,"[""""The aw exists if a session cookie is not using the 'HttpOnly' cookie attribute."""", 'This allows a cookie to be accessed by JavaScript which could lead to session hijacking attacks.']","[""""The aw exists if a session cookie is not using the 'HttpOnly' cookie attribute."""", 'This allows a cookie to be accessed by JavaScript which could lead to session hijacking attacks.']",[],[],,{},443,[],tcp,"['https://www.rfc-editor.org/rfc/rfc6265#section-5.2.6', 'https://owasp.org/www-community/HttpOnly', 'https://wiki.owasp.org/index.php/Testing_for_cookies_attributes_(OTG-SESS-0 ->02)']",MEDIUM,"[""""Set the 'HttpOnly' cookie attribute for any session cookie"""", """"Evaluate / do an own assessment of the security impact on the web server / application and create an override for this result if there is none (this can't be checked automatically by this VT)""""]",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
phpLDAPadmin < 1.2.5 Multiple XSS Vulnerabilities - Linux,['4.3'],['phpLDAPadmin is prone to multiple cross-site scripting (XSS) vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 1.2.3', 'Fixed version: 1.2.5', 'Installation path / port: /phpldapadmin']",172.30.29.2,['The aw allows remote users to inject arbitrary web script or HTML.'],"['The following vulnerabilities exist:', '- CVE-2019-14377: XSS in htdocs/create.php', '- CVE-2019-14376: XSS in htdocs/password_checker.php', '- CVE-2019-14375: XSS in htdocs/rename_form.php']",[],[],,{},443,[],tcp,"['cve: CVE-2019-14375', 'cve: CVE-2019-14376', 'cve: CVE-2019-14377', 'url: https://github.com/leenooks/phpLDAPadmin/pull/82']",Medium,"['Solution type: VendorFix', 'Update to version 1.2.5 or later.']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
phpLDAPadmin < 1.2.5 Multiple XSS Vulnerabilities,['2.6'],['The aw allows remote users to inject arbitrary web script or HTML.'],"['Checks if a vulnerable version is present on the target host.', 'Details: phpLDAPadmin < 1.2.5 Multiple XSS Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.117017', 'Version used: 2024-12-24T05:05:31Z']","['Installed version: 1.2.3', 'Fixed version: 1.2.5']",172.30.29.2,['The aw allows remote users to inject arbitrary web script or HTML.'],"['The following vulnerabilities exist:', '- CVE-2019-14377: XSS in htdocs/create.php', '- CVE-2019-14376: XSS in htdocs/password_checker.php', '- CVE-2019-14375: XSS in htdocs/rename_form.php']",[],[],,{},443,[],tcp,"['cve: CVE-2019-14375', 'cve: CVE-2019-14376', 'cve: CVE-2019-14377', 'url: https://github.com/leenooks/phpLDAPadmin/pull/82']",Medium,"['Solution type: VendorFix', 'Update to version 1.2.5 or later.']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
TCP Timestamps Information Disclosure,['2.6'],['The remote host implements TCP timestamps and therefore allows to compute the uptime.'],[],"['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 1710860366']",172.30.29.2,[],[],[],[],,{},443,[],tcp,[],LOW,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
TCP Timestamps Information Disclosure,['2.6'],"['The remote host implements TCP timestamps and therefore allows to compute the uptime.', 'Quality of Detection (QoD): 80%']","['Special IP packets are forged and sent with a little delay in between to the target IP.', 'The responses are searched for a timestamps. If found, the timestamps are reported.']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 1710860366', 'Packet 2: 1710861466']",172.30.29.2,['A side effect of this feature is that the uptime of the remote host can sometimes be computed.'],"['The remote host implements TCP timestamps, as defined by RFC1323/RFC7323.']",[],[],,{},general,[],tcp,"['https://datatracker.ietf.org/doc/html/rfc1323', 'https://datatracker.ietf.org/doc/html/rfc7323', 'https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'https://www.fortiguard.com/psirt/FG-IR-16-090']",LOW,"[""""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf."""", """"Execute 'sysctl -p' to apply the settings at runtime."""", """"To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"""", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.', 'The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment.']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
ICMP Timestamp Reply Information Disclosure,['2.1'],"['The remote host responded to an ICMP timestamp request.', 'Quality of Detection (QoD): 80%']",['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.'],"['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",172.30.29.2,['This information could theoretically be used to exploit weak time-based random number generators in other services.'],['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],[],,{},general,[],icmp,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",LOW,"['Solution type: Mitigation', 'Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a rewall, and block ICMP packets passing through the rewall in either direction (either completely or only for untrusted networks)']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Server type and version,['0.0'],"[""""This script detects and reports the HTTP Server's banner which might provide the type and version of it."""", 'Quality of Detection (QoD): 80%']",[],"['The remote HTTP Server banner is: ', 'Server: Apache']",172.30.29.2,[],[],[],"['Details: HTTP Server type and version', 'OID:1.3.6.1.4.1.25623.1.0.10107', 'Version used: 2023-08-01T13:29:10Z']",,{},80,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Server Banner Enumeration,['0.0'],"['This script tries to detect / enumerate different HTTP server banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests (valid and invalid ones).', 'Quality of Detection (QoD): 80%']",[],"['It was possible to enumerate the following HTTP server banner(s):', 'Server banner | Enumeration technique', '--------------------------------------------------------------------------------', '->-', """"Server: Apache | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/ ->'""""]",172.30.29.2,[],[],[],"['Details: HTTP Server Banner Enumeration', 'OID:1.3.6.1.4.1.25623.1.0.108708', 'Version used: 2025-01-31T15:39:24Z']",,{},80,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Security Headers Detection,['0.0'],"['All known security headers are being checked on the remote web server.', 'On completion a report will hand back whether a specific security header has been implemented', '(including its value and if it is deprecated) or is missing on the target.', 'Quality of Detection (QoD): 80%']",[],"['Missing Headers | More Information', 'Content-Security-Policy | https://owasp.org/www-project-secure-headers/#content-security-policy', 'Cross-Origin-Embedder-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Opener-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Resource-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Document-Policy | https://w3c.github.io/webappsec-feature-poli#document-policy-http-header', 'Feature-Policy | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy', 'Permissions-Policy | https://w3c.github.io/webappsec-feature-poli#permissions-policy-http-header-field', 'Referrer-Policy | https://owasp.org/www-project-secure-headers/#referrer-policy', 'Sec-Fetch-Dest | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Mode | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Site | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-User | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'X-Content-Type-Options | https://owasp.org/www-project-secure-headers/#x-content-type-options', 'X-Frame-Options | https://owasp.org/www-project-secure-headers/#x-frame-options', 'X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies', 'X-XSS-Protection | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.']",172.30.29.2,[],[],[],"['Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",,{},80,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#div-headers', 'https://securityheaders.com/']",LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Web Application Scanning Consolidation / Info Reporting,['0.0'],"[""""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."""", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', """"- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"""", """"- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use"""", 'If you think any of this information is wrong please report it to the referenced community forum.', 'Quality of Detection (QoD): 80%']",[],"['The Hostname/IP """"ddd74033f57d"""" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the """"Enable generic web application scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent """"Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"""" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web application scanning.', 'You can enable this again with the """"Add historic /scripts and /cgi-bin to directories for CGI scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'The following directories were used for web application scanning: http://ddd74033f57d/', 'While this is not, in and of itself, a bug, you should manually inspect these directories to ensure that they are in compliance with company security standards']",172.30.29.2,"['This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', """"- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"""", """"- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use""""]",[],[],"['Log Method', 'Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",,{},80,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,"['Log Method', 'Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Services,['0.0'],['This plugin performs service detection.'],[],['A web server is running on this port'],172.30.29.2,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Report Medium Cipher Suites,['0.0'],['This routine reports all Medium SSL/TLS cipher suites accepted by a service.'],[],"[""""'Medium' cipher suites accepted by this service via the TLSv1.2 protocol: TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256 TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384""""]",172.30.29.2,['Any cipher suite considered to be secure for only the next 10 years is considered as medium.'],['Any cipher suite considered to be secure for only the next 10 years is considered as medium.'],[],"['Details: SSL/TLS: Report Medium Cipher Suites', 'OID:1.3.6.1.4.1.25623.1.0.902816', 'Version used: 2024-09-27T05:05:23Z']",,{},443,"['cpe:/a:ietf:transport_layer_security', 'Detected by SSL/TLS: Report Supported Cipher Suites (OID: 1.3.6.1.4.1.25623.1.0.802067)']",tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: 'includeSubDomains' Missing in HSTS Header,['0.0'],"[""""The remote web server is missing the 'includeSubDomains' attribute in the HTTP Strict Transport Security (HSTS) header.""""]",[],"['The remote web server is missing the """"includeSubDomains"""" attribute in the HSTS header.', 'HSTS Header: Strict-Transport-Security: max-age=15768000']",172.30.29.2,[],[],[],"[""""Details: SSL/TLS: 'includeSubDomains' Missing in HSTS Header"""", 'OID:1.3.6.1.4.1.25623.1.0.105877', 'Version used: 2024-02-08T05:05:59Z']",,{},443,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-cheat-sheets/cheatsheets/HTTP_Strict_Transport_Security_Cheat_Sheet.html', 'https://owasp.org/www-project-secure-headers/#http-strict-transport-security-hsts', 'https://tools.ietf.org/html/rfc6797', 'https://securityheaders.io/']",LOG,"[""""Add the 'includeSubDomains' attribute to the HSTS header.""""]",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Untrusted Certicate Detection,['0.0'],['Checks and reports if a remote SSL/TLS service is using a certicate which is untrusted / the verication against the system wide trust store has failed.'],[],"['The remote SSL/TLS server is using the following certificate(s) which failed the verification against the system wide trust store (serial:issuer):', '1BD5FA40CAECE0B0673000E7710B2399F0FE5D40:CN=docker-light-baseimage,ST=New Mexico,L=Albuquerque,OU=Information Technology Dep.,O=A1A Car Wash,C=US (Server certicate)', '09F43E9B4A6067F06360026FC6B9FF6DD18D6689:CN=docker-light-baseimage,ST=New Mexico,L=Albuquerque,OU=Information Technology Dep.,O=A1A Car Wash,C=US (Certificate in chain)']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Untrusted Certificate Detection', 'OID:1.3.6.1.4.1.25623.1.0.117764', 'Version used: 2024-09-27T05:05:23Z']",,{},443,['cpe:/a:ietf:transport_layer_security'],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Certicate - Subject Common Name Does Not Match Server FQDN,['0.0'],"['The SSL/TLS certicate contains a common name (CN) that does not match the hostname.', 'Quality of Detection (QoD): 98%']",[],"['The certificate of the remote service contains a common name (CN) that does not match the hostname """"phpldapadmin.trabalho_vulnnet"""".']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Certificate - Subject Common Name Does Not Match Server FQDN', 'OID:1.3.6.1.4.1.25623.1.0.103141', 'Version used: 2024-06-14T05:05:48Z']",,{},443,"['cpe:/a:ietf:transport_layer_security', 'Detected by SSL/TLS: Collect and Report Certificate Details (OID: 1.3.6.1.4.1.25 ->623.1.0.103692)']",tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: HTTP Strict Transport Security (HSTS) Detection,['0.0'],['Checks if the remote web server has HTTP Strict Transport Security (HSTS) enabled.'],[],"['The remote web server is sending the """"HTTP Strict-Transport-Security"""" header.', 'HSTS-Header: ', 'Strict-Transport-Security: max-age=15768000']",172.30.29.2,[],[],[],"['Details: SSL/TLS: HTTP Strict Transport Security (HSTS) Detection', 'OID:1.3.6.1.4.1.25623.1.0.105876', 'Version used: 2024-09-27T05:05:23Z']",,{},443,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-cheat-sheets/cheatsheets/HTTP_Strict_Transport_Security_Cheat_Sheet.html', 'https://owasp.org/www-project-secure-headers/#http-strict-transport-security-hsts', 'https://tools.ietf.org/html/rfc6797', 'https://securityheaders.io/']",LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: HTTP Public Key Pinning (HPKP) Missing,['0.0'],"['The remote web server is not enforcing HTTP Public Key Pinning (HPKP).', 'Note: Most major browsers have dropped / deprecated support for this header in 2020.']",[],"['The remote web server is not enforcing HPKP.', 'HTTP-Banner: ', 'HTTP/1.1 400 Bad Request', 'Date: ***replaced***', 'Server: Apache', 'Strict-Transport-Security: max-age=15768000', 'Content-Length: ***replaced***', 'Connection: close', 'Content-Type: text/html; charset=iso-8859-1']",172.30.29.2,[],[],[],"['Details: SSL/TLS: HTTP Public Key Pinning (HPKP) Missing', 'OID:1.3.6.1.4.1.25623.1.0.108247', 'Version used: 2025-03-21T15:40:43Z']",,{},443,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#public-key-pinning-extension-for-http-hpkp', 'https://tools.ietf.org/html/rfc7469', 'https://securityheaders.io/', 'https://httpd.apache.org/docs/current/mod/mod_headers.html#header', 'https://nginx.org/en/docs/http/ngx_http_headers_module.html#add_header']",LOG,"['Solution type: Workaround', 'Enable HPKP or add / configure the required directives correctly following the guides linked in the references.', 'Note: Some web servers are not sending headers on specific status codes by default. Please review your web server or application configuration to always send these headers on every response independently from the status code.', """"- Apache: Use 'Header always set' instead of 'Header set'."""", """"- nginx: Append the 'always' keyword to each 'add_header' directive."""", 'For different applications or web servers please refer to the related documentation for a similar configuration possibility.']",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Report Perfect Forward Secrecy (PFS) Cipher Suites,['0.0'],['This routine reports all SSL/TLS cipher suites accepted by a service which are supporting Perfect Forward Secrecy (PFS).'],[],"['Cipher suites supporting Perfect Forward Secrecy (PFS) are accepted by this service via the TLSv1.2 protocol:', 'TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384', 'TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Report Perfect Forward Secrecy (PFS) Cipher Suites', 'OID:1.3.6.1.4.1.25623.1.0.105018', 'Version used: 2024-09-30T08:38:05Z']",,{},443,"['Product: cpe:/a:ietf:transport_layer_security', 'Method: SSL/TLS: Report Supported Cipher Suites', 'OID: 1.3.6.1.4.1.25623.1.0.802067']",tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-secure-headers/#public-key-pinning-extension-for-http-hpkp', 'https://tools.ietf.org/html/rfc7469', 'https://securityheaders.io/', 'https://httpd.apache.org/docs/current/mod/mod_headers.html#header', 'https://nginx.org/en/docs/http/ngx_http_headers_module.html#add_header']",LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Report Non Weak Cipher Suites,['0.0'],['This routine reports all Non Weak SSL/TLS cipher suites accepted by a service.'],[],"[""""'Non Weak' cipher suites accepted by this service via the TLSv1.2 protocol:"""", 'TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384', 'TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Report Non Weak Cipher Suites', 'OID:1.3.6.1.4.1.25623.1.0.103441', 'Version used: 2024-09-27T05:05:23Z']",,{},443,"['Product: cpe:/a:ietf:transport_layer_security', 'Method: SSL/TLS: Report Supported Cipher Suites', 'OID: 1.3.6.1.4.1.25623.1.0.802067']",tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Report Supported Cipher Suites,['5.0'],"['This routine reports all SSL/TLS cipher suites accepted by a service.', 'Quality of Detection (QoD): 98%']",[],"[""""No 'Strong' cipher suites accepted by this service via the TLSv1.2 protocol."""", """"'Medium' cipher suites accepted by this service via the TLSv1.2 protocol:"""", 'TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256', 'TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384', 'TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384', """"No 'Weak' cipher suites accepted by this service via the TLSv1.2 protocol."""", """"No 'Null' cipher suites accepted by this service via the TLSv1.2 protocol."""", """"No 'Anonymous' cipher suites accepted by this service via the TLSv1.2 protocol.""""]",172.30.29.2,[],[],[],[],,{},443,[],tcp,[],MEDIUM,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Safe/Secure Renegotiation Support Status,['0.0'],['Checks and reports if a remote SSL/TLS service supports safe/secure renegotiation.'],[],"['Protocol Version | Safe/Secure Renegotiation Support Status', 'SSLv3 | Unknown, Reason: Scanner failed to negotiate an SSL/TLS connection (Either the scanner or the remote host is probably not supporting / accepting this SSL/TLS protocol version).', 'TLSv1.0 | Unknown, Reason: Scanner failed to negotiate an SSL/TLS connection (Either the scanner or the remote host is probably not supporting / accepting this SSL/TLS protocol version).', 'TLSv1.1 | Unknown, Reason: Scanner failed to negotiate an SSL/TLS connection (Either the scanner or the remote host is probably not supporting / accepting this SSL/TLS protocol version).', 'TLSv1.2 | Enabled, Note: While the remote service announces the support of safe/secure renegotiation it still might not support / accept renegotiation at all.', 'TLSv1.3 | Unknown, Reason: Scanner failed to negotiate an SSL/TLS connection (Either the scanner or the remote host is probably not supporting / accepting this SSL/TLS protocol version).']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Safe/Secure Renegotiation Support Status', 'OID:1.3.6.1.4.1.25623.1.0.117757', 'Version used: 2024-09-27T05:05:23Z']",,{},443,[],tcp,"['https://www.gnutls.org/manual/html_node/Safe-renegotiation.html', 'https://wiki.openssl.org/index.php/TLS1.3#Renegotiation', 'https://datatracker.ietf.org/doc/html/rfc5746']",LOG,['No specific solution provided.'],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
