Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.114682', 'Version used: 2025-08-07T05:44:51Z']","['Quality of Detection (QoD): 30%', 'Installed version: 2.4.25', 'Fixed version: 2.4.60', 'Installation', 'path / port: 80/tcp']",172.31.1.10,[],"['The following vulnerabilities exist: - CVE-2024-36387: Denial of Service (DoS) by Null pointer in websocket over HTTP/2', '- CVE-2024-38473: Proxy encoding problem', '- CVE-2024-38474: Weakness with encoded question marks in backreferences', '- CVE-2024-38475: Weakness in mod_rewrite when rst segment of substitution matches lesys-tem path', '- CVE-2024-38476: May use exploitable/malicious backend application output to run local handlers via internal redirect', '- CVE-2024-38477: Crash resulting in DoS in mod_proxy via a malicious request', '- CVE-2024-39573: mod_rewrite proxy handler substitution']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2024-36387', 'cve: CVE-2024-38473', 'cve: CVE-2024-38474', 'cve: CVE-2024-38475', 'cve: CVE-2024-38476', 'cve: CVE-2024-38477', 'cve: CVE-2024-39573', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.60', 'cert-bund: WID-SEC-2025-1572', 'cert-bund: WID-SEC-2025-0818', 'cert-bund: WID-SEC-2025-0148', 'cert-bund: WID-SEC-2025-0143', 'cert-bund: WID-SEC-2024-3291', 'cert-bund: WID-SEC-2024-3199', 'cert-bund: WID-SEC-2024-1913', 'cert-bund: WID-SEC-2024-1504', 'dfn-cert: DFN-CERT-2025-1898', 'dfn-cert: DFN-CERT-2025-1808', 'dfn-cert: DFN-CERT-2025-0974', 'dfn-cert: DFN-CERT-2025-0854', 'dfn-cert: DFN-CERT-2025-0170']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.60 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.114682', 'Version used: 2025-08-07T05:44:51Z']","['Quality of Detection (QoD): 30%', 'Installed version: 2.4.25', 'Fixed version: 2.4.54', 'Installation', 'path / port: 80/tcp']",172.31.1.10,[],"['Apache HTTP Server version 2.4.53 and prior.', 'The following vulnerabilities exist: - CVE-2022-26377: mod_proxy_ajp']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,[],CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.54 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server Multiple Vulnerabilities (Jun 2017) - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server Multiple Vulnerabilities (Jun 2017) - Linux OID:1.3.6.1.4.1.25623.1.0.811214', 'Version used: 2024-02-16T05:06:55Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.26', 'Installation', 'path / port: 80/tcp']",172.31.1.10,"['Successful exploitation will allow remote attackers to bypass authentication and perform unauthorized actions, cause a denial-of-service condition and gain access to potentially sensitive information.']","['Multiple aws exist as,', '- The mod_mime can read one byte past the end of a buer when sending a malicious Content-Type response header.', '- The mod_ssl may dereference a NULL pointer when third-party modules call  ap_hook_process_connection() during an HTTP request to an HTTPS port.', '- An use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication  phase may lead to authentication requirements being bypassed.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1 ->.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2017-7679', 'cve: CVE-2017-3169', 'cve: CVE-2017-3167', 'url: http://seclists.org/oss-sec/2017/q2/509', 'url: http://www.securityfocus.com/bid/99135', 'url: http://www.securityfocus.com/bid/99134', 'url: http://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://httpd.apache.org/security/vulnerabilities_22.html', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: WID-SEC-2022-0673', 'cert-bund: CB-K22/0045', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2188', 'cert-bund: CB-K17/2013', 'cert-bund: CB-K17/1936', 'cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1842', 'cert-bund: CB-K17/1768', 'cert-bund: CB-K17/1747', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/1382', 'cert-bund: CB-K17/1279', 'cert-bund: CB-K17/1154', 'cert-bund: CB-K17/1023', 'dfn-cert: DFN-CERT-2019-0358', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2290', 'dfn-cert: DFN-CERT-2017-2104', 'dfn-cert: DFN-CERT-2017-2021']",Critical,"['Solution type: VendorFix', 'Update to Apache HTTP Server 2.2.33 or 2.4.26 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux  OID:1.3.6.1.4.1.25623.1.0.812844', 'Version used: 2024-02-09T05:06:25Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.30', 'Installation path / port: 80/tcp', 'Quality of Detection (QoD): 30%']",172.31.1.10,"['Successful exploitation will allow an attacker to replay HTTP requests across servers without detection, inuence the user content, upload a malicious le, crash the Apache HTTP Server and perform denial of service attack.']","['Multiple aws exist due to:', 'Apache HTTP Server fails to correctly generate the nonce sent to prevent reply attacks.', 'Miscongured mod_session variable, HTTP_SESSION.', """"Apache HTTP Server fails to sanitize the expression specied in '<FilesMatch>'."""", """"An error in Apache HTTP Server 'mod_authnz_ldap' when congured with AuthLDAPCharsetCong."""", 'Apache HTTP Server fails to sanitize against a specially crafted request.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2018-1312', 'cve: CVE-2018-1283', 'cve: CVE-2017-15715', 'cve: CVE-2017-15710', 'cve: CVE-2018-1301', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'url: http://www.securityfocus.com/bid/103524', 'url: http://www.securityfocus.com/bid/103520', 'url: http://www.securityfocus.com/bid/103525', 'url: http://www.securityfocus.com/bid/103512', 'url: http://www.securityfocus.com/bid/103515', 'cert-bund: WID-SEC-2023-1594', 'cert-bund: CB-K20/1030', 'cert-bund: CB-K19/0354', 'cert-bund: CB-K18/0535', 'dfn-cert: DFN-CERT-2020-2133', 'dfn-cert: DFN-CERT-2020-0673', 'dfn-cert: DFN-CERT-2019-1550', 'dfn-cert: DFN-CERT-2019-0736', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2019-0351', 'dfn-cert: DFN-CERT-2018-2316', 'dfn-cert: DFN-CERT-2018-0985', 'dfn-cert: DFN-CERT-2018-0795', 'dfn-cert: DFN-CERT-2018-0703', 'dfn-cert: DFN-CERT-2018-0570']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.30 or later. Please see the references for more information.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.112897', 'Version used: 2021-08-24T09:01:06Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.48', 'Installation path / port: 80/tcp', 'Quality of Detection (QoD): 30%']",172.31.1.10,"['CVE-2020-35452: A specially crafted Digest nonce can cause a stack overow in mod_auth_digest.', 'CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', 'CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overow.']","['The following vulnerabilities exist:', 'CVE-2020-35452: mod_auth_digest possible stack overow by one null byte', 'CVE-2021-26690: mod_session NULL pointer dereference', 'CVE-2021-26691: mod_session response handling heap overow']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.48 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux,['9.0'],"['Apache HTTP Server is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux  OID:1.3.6.1.4.1.25623.1.0.113837', 'Version used: 2022-03-21T03:03:41Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.53', 'Installation path / port: 80/tcp']",172.31.1.10,"['- CVE-2022-22719: mod_lua Use of uninitialized value of in r:parsebody', '- CVE-2022-22720: HTTP request smuggling vulnerability', '- CVE-2022-22721: Possible buer overow with very large or unlimited LimitXMLRequestBody', '- CVE-2022-23943: mod_sed: Read/write beyond bounds']","['The following vulnerabilities exist:', '- CVE-2022-22719: mod_lua Use of uninitialized value of in r:parsebody', '- CVE-2022-22720: HTTP request smuggling vulnerability', '- CVE-2022-22721: Possible buer overow with very large or unlimited LimitXMLRequestBody', '- CVE-2022-23943: mod_sed: Read/write beyond bounds']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2022-22719', 'cve: CVE-2022-22720', 'cve: CVE-2022-22721', 'cve: CVE-2022-23943', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.53', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-1772', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1228']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.53 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux,['9.8'],"['Apache HTTP Server is prone to a buer overow vulnerability.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux  OID:1.3.6.1.4.1.25623.1.0.117856', 'Version used: 2021-12-23T12:12:57Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.52', 'Installation path / port: 80/tcp']",172.31.1.10,['A carefully crafted request body can cause a buer overow in the mod_lua multipart parser  (r:parsebody() called from Lua scripts).'],"['A carefully crafted request body can cause a buer overow in the mod_lua multipart parser  (r:parsebody() called from Lua scripts).', 'Affected Software/OS: Apache HTTP Server versions through 2.4.51.']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2021-44790', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-1908', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0727', 'cert-bund: WID-SEC-2022-0432', 'cert-bund: WID-SEC-2022-0302', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0619', 'cert-bund: CB-K21/1296', 'dfn-cert: DFN-CERT-2022-1116', 'dfn-cert: DFN-CERT-2022-1115', 'dfn-cert: DFN-CERT-2022-1114']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.52 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server 'mod_auth_digest' Multiple Vulnerabilities - Linux,['9.1'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', """"Details: Apache HTTP Server 'mod_auth_digest' Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.811237"""", 'Version used: 2024-02-15T05:05:40Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.27', 'Installation', 'path / port: 80/tcp']",172.31.1.10,"['Successful exploitation will allow remote attackers to cause the target service to crash.', 'A remote user can obtain potentially sensitive information as well on the target system.']","[""""The aw exists due to error in Apache 'mod_auth_digest' which does not properly initialize memory used to process 'Digest' type HTTP Authorization headers.""""]",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2017-9788', 'url: http://www.securitytracker.com/id/1038906', 'url: http://www.securityfocus.com/bid/99569', 'url: http://httpd.apache.org/security/vulnerabilities_22.html', 'url: http://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2013', 'cert-bund: CB-K17/1980', 'cert-bund: CB-K17/1936', 'cert-bund: CB-K17/1871', 'cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1842', 'cert-bund: CB-K17/1768', 'cert-bund: CB-K17/1747', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/1558', 'cert-bund: CB-K17/1382', 'cert-bund: CB-K17/1197', 'cert-bund: CB-K17/1177', 'cert-bund: CB-K17/1023', 'dfn-cert: DFN-CERT-2019-0358', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2104', 'dfn-cert: DFN-CERT-2017-2070', 'dfn-cert: DFN-CERT-2017-2021', 'dfn-cert: DFN-CERT-2017-1954', 'dfn-cert: DFN-CERT-2017-1926', 'dfn-cert: DFN-CERT-2017-1925', 'dfn-cert: DFN-CERT-2017-1843', 'dfn-cert: DFN-CERT-2017-1828', 'dfn-cert: DFN-CERT-2017-1692', 'dfn-cert: DFN-CERT-2017-1626', 'dfn-cert: DFN-CERT-2017-1443', 'dfn-cert: DFN-CERT-2017-1240', 'dfn-cert: DFN-CERT-2017-1217', 'dfn-cert: DFN-CERT-2017-1058']",Critical,"['Solution type: VendorFix', 'Update to Apache HTTP Server 2.2.34 or 2.4.27 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux,['9.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.149152', 'Version used: 2024-02-15T05:05:40Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.55', 'Installation path / port: 80/tcp']",172.31.1.10,[],"['The following vulnerabilities exist:', '- CVE-2006-20001: mod_dav out of bounds read, or write of zero byte', '- CVE-2022-36760: Possible request smuggling in mod_proxy_ajp', '- CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2006-20001', 'cve: CVE-2022-36760', 'cve: CVE-2022-37436', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.55', 'cert-bund: WID-SEC-2024-3195', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-2674', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1022', 'cert-bund: WID-SEC-2023-0561', 'cert-bund: WID-SEC-2023-0110', 'dfn-cert: DFN-CERT-2023-2545', 'dfn-cert: DFN-CERT-2023-1895', 'dfn-cert: DFN-CERT-2023-1297', 'dfn-cert: DFN-CERT-2023-0658', 'dfn-cert: DFN-CERT-2023-0548', 'dfn-cert: DFN-CERT-2023-0497', 'dfn-cert: DFN-CERT-2023-0118']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.55 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.117854', 'Version used: 2021-12-23T12:12:57Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.52', 'Installation path / port: 80/tcp', 'Solution: Solution type: VendorFix Update to version 2.4.52 or later.', 'Aected Software/OS Apache HTTP Server version 2.4.7 through 2.4.51.']",172.31.1.10,"['A crafted URI sent to httpd congured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for congurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery).']","['A crafted URI sent to httpd congured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for congurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery).']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2021-44224', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0727', 'cert-bund: WID-SEC-2022-0432', 'cert-bund: WID-SEC-2022-0302', 'cert-bund: CB-K22/0619', 'cert-bund: CB-K21/1296', 'dfn-cert: DFN-CERT-2022-2405', 'dfn-cert: DFN-CERT-2022-2167', 'dfn-cert: DFN-CERT-2022-1116', 'dfn-cert: DFN-CERT-2022-1115', 'dfn-cert: DFN-CERT-2022-1114', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0068', 'dfn-cert: DFN-CERT-2021-2656']",HIGH,"['Update to version 2.4.52 or later.', 'Solution type: VendorFix']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server < 2.4.39 Privilege Escalation Vulnerability - Linux,['7.8'],"['In Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not aected.']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.39 Privilege Escalation Vulnerability - Linux OID:1.3.6.1.4.1.25623.1.0.142219', 'Version used: 2024-07-26T05:05:35Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.39', 'Installation path / port: 80/tcp']",172.31.1.10,"['In Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not aected.']","['In Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not aected.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2019-0211', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2023-2047', 'cert-bund: CB-K19/0623', 'cert-bund: CB-K19/0615', 'cert-bund: CB-K19/0267', 'dfn-cert: DFN-CERT-2020-1473', 'dfn-cert: DFN-CERT-2019-1519', 'dfn-cert: DFN-CERT-2019-1455', 'dfn-cert: DFN-CERT-2019-1238', 'dfn-cert: DFN-CERT-2019-1101', 'dfn-cert: DFN-CERT-2019-0915', 'dfn-cert: DFN-CERT-2019-0911', 'dfn-cert: DFN-CERT-2019-0815', 'dfn-cert: DFN-CERT-2019-0753', 'dfn-cert: DFN-CERT-2019-0687', 'dfn-cert: DFN-CERT-2019-0676']",HIGH,"['Update to version 2.4.39 or later.', 'Solution type: VendorFix']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server < 2.4.38 mod_session_cookie Vulnerability - Linux,['7.5'],['In Apache HTTP Server mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.38']",172.31.1.10,[],"['Quality of Detection (QoD): 30%', 'Aected Software/OS   Apache HTTP Server version 2.4.37 and prior.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1 ->.0.117232)']",tcp,"['cve: CVE-2019-0211', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2023-2047', 'cert-bund: CB-K19/0623', 'cert-bund: CB-K19/0615', 'cert-bund: CB-K19/0267', 'dfn-cert: DFN-CERT-2020-1473', 'dfn-cert: DFN-CERT-2019-1519', 'dfn-cert: DFN-CERT-2019-1455', 'dfn-cert: DFN-CERT-2019-1238', 'dfn-cert: DFN-CERT-2019-1101', 'dfn-cert: DFN-CERT-2019-0915', 'dfn-cert: DFN-CERT-2019-0911', 'dfn-cert: DFN-CERT-2019-0815', 'dfn-cert: DFN-CERT-2019-0753', 'dfn-cert: DFN-CERT-2019-0687', 'dfn-cert: DFN-CERT-2019-0676']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.38 or later.']",OPENVAS,openvas_httpd_2.4.25
Apache HTTP Server 'HTTP/2 connection' DoS Vulnerability,['7.5'],"['Apache HTTP Server is prone to a denial of service (DoS) vulnerability.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', """"Details: Apache HTTP Server 'HTTP/2 connection' DoS Vulnerability"""", 'OID:1.3.6.1.4.1.25623.1.0.813812', 'Version used: 2023-10-27T16:11:32Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.34', 'Installation path / port: 80/tcp']",172.31.1.10,['Successful exploitation will allow remote attackers to cause a denial of service (DoS) condition on a targeted system.'],['The aw is due to an error in the handling of specially crafted HTTP/2 requests.'],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2018-1333', 'url: http://seclists.org/oss-sec/2018/q3/39', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: CB-K18/0805', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2019-0351', 'dfn-cert: DFN-CERT-2018-2316', 'dfn-cert: DFN-CERT-2018-2011', 'dfn-cert: DFN-CERT-2018-1642', 'dfn-cert: DFN-CERT-2018-1412']",HIGH,"['Solution type: VendorFix', 'Update to Apache HTTP Server 2.4.34 or later. Please see the references for more information.']",OPENVAS,openvas_httpd_2.4.25
