Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host
SSL/TLS: Certicate - Subject Common Name Does Not Match Server FQDN,['The SSL/TLS certicate contains a common name (CN) that does not match the hostname.'],"['The certificate of the remote service contains a common name (CN) that does not match the hostname ""hackazon.trabalho_vulnnet"".', 'Certificate details:', 'fingerprint (SHA-1) | 909AFD0C4438A453DB74A57DF26CBD4DB612D3B1', 'fingerprint (SHA-256) | FC00D5C6C7A24526694FC49E59C1676B6DF09BE510412A72BFF6EE3FDC6F184F', 'issued by | CN=hackazon.com,O=Internet Widgits Pty Ltd,ST=Some-State,C=SG', 'public key algorithm | RSA', 'public key size (bits) | 2048', 'serial | 00D7049F05E22307AF', 'signature algorithm | sha256WithRSAEncryption', 'subject | CN=hackazon.com,O=Internet Widgits Pty Ltd,ST=Some-State,C=SG', 'subject alternative names (SAN) | None', 'valid from | 2019-01-17 07:03:35 UTC', 'valid until | 2022-01-16 07:03:35 UTC']",[],"['Product: cpe:/a:ietf:transport_layer_security', 'Method: SSL/TLS: Collect and Report Certificate Details', 'OID: 1.3.6.1.4.1.25623.1.0.103692)']",[],[],[],"['Details: SSL/TLS: Certificate - Subject Common Name Does Not Match Server FQDN', 'OID:1.3.6.1.4.1.25623.1.0.103141', 'Version used: 2024-06-14T05:05:48Z']",['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
SSL/TLS: Certicate - Self-Signed Certicate Detection,['The SSL/TLS certicate on this port is self-signed.'],"['The certificate of the remote service contains a common name (CN) that does not match the hostname ""hackazon.trabalho_vulnnet"".', 'Certificate details:', 'fingerprint (SHA-1) | 909AFD0C4438A453DB74A57DF26CBD4DB612D3B1', 'fingerprint (SHA-256) | FC00D5C6C7A24526694FC49E59C1676B6DF09BE510412A72BFF6EE3FDC6F184F', 'issued by | CN=hackazon.com,O=Internet Widgits Pty Ltd,ST=Some-State,C=SG', 'public key algorithm | RSA', 'public key size (bits) | 2048', 'serial | 00D7049F05E22307AF', 'signature algorithm | sha256WithRSAEncryption', 'subject | CN=hackazon.com,O=Internet Widgits Pty Ltd,ST=Some-State,C=SG', 'subject alternative names (SAN) | None', 'valid from | 2019-01-17 07:03:35 UTC', 'valid until | 2022-01-16 07:03:35 UTC', 'The certificate of the remote service is self signed.']",[],"['Product: cpe:/a:ietf:transport_layer_security', 'Method: SSL/TLS: Collect and Report Certificate Details', 'OID: 1.3.6.1.4.1.25623.1.0.103692)']",[],"['Log Method', ""Detects and reports if the issuer's distinguished name of the certicate is exactly the same as the subject's distinguished name."", 'Details: SSL/TLS: Certificate - Self-Signed Certificate Detection', 'OID:1.3.6.1.4.1.25623.1.0.103140', 'Version used: 2025-07-15T05:43:27Z']",[],"['Details: SSL/TLS: Certificate - Subject Common Name Does Not Match Server FQDN', 'OID:1.3.6.1.4.1.25623.1.0.103141', 'Version used: 2024-06-14T05:05:48Z', 'Log Method', ""Detects and reports if the issuer's distinguished name of the certicate is exactly the same as the subject's distinguished name."", 'Details: SSL/TLS: Certificate - Self-Signed Certificate Detection', 'OID:1.3.6.1.4.1.25623.1.0.103140', 'Version used: 2025-07-15T05:43:27Z']",['0.0'],,,LOG,"['url: http://en.wikipedia.org/wiki/Self-signed_certificate', 'url: https://datatracker.ietf.org/doc/html/rfc5280#appendix-C.1']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
ASP Scripts Hosting Detection,"['This service seems to be able to host ASP scripts.', 'The User-Agent ""Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"" was used to access the remote host.']","['Historic /scripts and /cgi-bin are not added to the directories used for web application scanning.', 'You can enable this again with the ""Add historic /scripts and /cgi-bin to directories for CGI scanning"" option within the ""Global variable settings"" of the scan config in use.']",[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
Recursive URL Detection,"['A possible recursion was detected during web application scanning:', 'The service is using a relative URL in one or more HTML references where e.g. /file1.html contains <a href=""subdir/file2.html""> and a subsequent request for subdir/file2.html is linking to subdir/file2.html. This would resolves to subdir/subdir/file2.html causing a recursion.', 'To work around this counter-measures have been enabled but the service should be fixed as well to not use such problematic links.', 'Below an excerpt of URLs is shown to help identify those issues.']","['Syntax : URL (HTML link)', 'https://hackazon.trabalho_vulnnet/Home (+pageHost+www.adobe.com/images/shared/download_buttons/get_flash_player.gif)', 'https://hackazon.trabalho_vulnnet/Home (user/register)', 'https://hackazon.trabalho_vulnnet/wishlist/?D=A (data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAB4AAAAeCAIAAAHDVQljAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAA7NJREFUeNpiXHHi/o/ffxnAgAnI+vvvv5mSMJDBBBT4/fcfRIZFgItNTYIXyLJTFwMIIMYFh+8wwABID1CDGB8HVA8Q3H/9BUgyXn/2/v9/EP/7778AAQTSAzHdUVMcKHTu4bsvP/6A9EO0cLExQxi6MgJQgyHU119Qx1189B7CYLz5/APQHAYMABBAKO6CAxaI95w0xf/8+8/CxLjv+kuE6X/BDvwDM40JTS/E+VDRe6++AklmJkZGRpgoUF5WmBPIABoAMQSL44B2MmG6F6gcIICgYQIXAioCBqOsMNev3/8uP/kAtAnFGGQOGwuTpYoIxHkMHAzAMH3x8cetF58Q0YJi19//UEfjACiqf//79/vPP0SoMjK8+vQDp2pmRsYjt17D3fr47bf3336huxvoM252Fn1ZQS52ZiAbHhoyQlxA7wKNuPv6y91XX0Bhe+v5hz/YIhcrAAgg7DGOFXCwMrMgBzbYZ4wqYjy8nKwP33wFehFfeIvwsuvICPwDO0xbmh+YSPddf8GEFKZMyGlGXYLvH5IfgOb+/487vP8zoHv3P87YYWT4hRQ1EKWMuFT///+fnZWZUQ5oKGDKwa4a6JvbLz4jJxNg7v+']",[],[],[],['The service should be fixed to not use such problematic links.'],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
Log general/CPE-T,"['2 RESULTS PER HOST', '559', 'https://hackazon.trabalho_vulnnet/images', 'https://hackazon.trabalho_vulnnet/index.php/Home', 'https://hackazon.trabalho_vulnnet/js', 'https://hackazon.trabalho_vulnnet/js/amf', 'https://hackazon.trabalho_vulnnet/js/plugins/dataTables', 'https://hackazon.trabalho_vulnnet/js/plugins/metisMenu', 'PHP script discloses physical path at:', 'https://hackazon.trabalho_vulnnet/error/assets (/var/www/hackazon/classes/App/Controller/Error.php)', 'https://hackazon.trabalho_vulnnet/twitter (/var/www/hackazon/classes/PHPixie/Auth/Login/Twitter.php)', 'The following CGIs were discovered:', 'Syntax : cginame (arguments [default value])', 'https://hackazon.trabalho_vulnnet/admin/user/login (return_url [%2Fadmin%2F] password [] username [] )', 'https://hackazon.trabalho_vulnnet/bestprice (userEmail [] _csrf_bestprice [d9qWmUzpP70AELDzrtaYjjv2pHPmDNWJ] )', 'https://hackazon.trabalho_vulnnet/category/view (id [49] )', 'https://hackazon.trabalho_vulnnet/faq (userEmail [] _csrf_faq [zRSGyK9vMvscOCprZvHoanzzhf5i0zIZ] )']",[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
CPE Inventory,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specic products might show up twice or more in the output. Background: After a product got renamed or a specic vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']","['172.30.7.2|cpe:/a:apache:http_server:2.4.7', '172.30.7.2|cpe:/a:ietf:secure_sockets_layer:3.0', '172.30.7.2|cpe:/a:ietf:transport_layer_security:1.0', '172.30.7.2|cpe:/a:ietf:transport_layer_security:1.1', '172.30.7.2|cpe:/a:ietf:transport_layer_security:1.2', '172.30.7.2|cpe:/a:jquery:jquery:1.10.2', '172.30.7.2|cpe:/a:php:php:5.5.9', '172.30.7.2|cpe:/o:canonical:ubuntu_linux']",[],[],[],[],[],"['Log Method', 'Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",['0.0'],,,LOG,['url: https://nvd.nist.gov/products/cpe'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_ianwijaya_hackazon,172.30.7.2
TCP Timestamps Information Disclosure,"['The remote host implements TCP timestamps and therefore allows to compute the uptime.', 'Quality of Detection (QoD): 80%']","['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 1282106800', 'Packet 2: 1282107884']","['Special IP packets are forged and sent with a little delay in between to the target IP. The', 'responses are searched for a timestamps. If found, the timestamps are reported.', 'Details: TCP Timestamps Information Disclosure', 'OID:1.3.6.1.4.1.25623.1.0.80091', 'Version used: 2023-12-15T16:10:08Z']",[],['A side eect of this feature is that the uptime of the remote host can sometimes be computed.'],"['Solution type: Mitigation', ""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to"", ""/etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime."", ""To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.', 'The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options', 'when initiating TCP connections, but use them if the TCP peer that is initiating communication', 'includes them in their synchronize (SYN) segment.', 'See the references for more information.']","['The remote host implements TCP timestamps, as dened by RFC1323/RFC7323.']",[],['2.1'],,,LOW,"['url: https://datatracker.ietf.org/doc/html/rfc1323', 'url: https://datatracker.ietf.org/doc/html/rfc7323', 'url: https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'url: https://www.fortiguard.com/psirt/FG-IR-16-090']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
ICMP Timestamp Reply Information Disclosure,"['The remote host responded to an ICMP timestamp request.', 'Quality of Detection (QoD): 80%']","['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']","['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.', 'Details: ICMP Timestamp Reply Information Disclosure', 'OID:1.3.6.1.4.1.25623.1.0.103190', 'Version used: 2025-01-21T05:37:33Z']",[],['This information could theoretically be used to exploit weak time-based random number generators in other services.'],"['Solution type: Mitigation', 'Various mitigations are possible:', '- Disable the support for ICMP timestamp on the remote host completely', '- Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']",['The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.'],[],['0.0'],,,LOG,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
HTTP Security Headers Detection,"['All known security headers are being checked on the remote web server.', 'On completion a report will hand back whether a specific security header has been implemented (including its value and if it is deprecated) or is missing on the target.', 'Quality of Detection (QoD): 80%']","['Header Name | Header Value', '-------------------------------------', 'X-Content-Type-Options | nosniff', 'Missing Headers | More Information', '-------------------------------------------------------------------------------', 'Content-Security-Policy | https://owasp.org/www-project-secure-headers/#content-security-policy', 'Cross-Origin-Embedder-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Opener-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Cross-Origin-Resource-Policy | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header', 'Document-Policy | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header', 'Feature-Policy | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy', 'Permissions-Policy | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field', 'Referrer-Policy | https://owasp.org/www-project-secure-headers/#referrer-policy', 'Sec-Fetch-Dest | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Mode | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-Site | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'Sec-Fetch-User | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90', 'X-Frame-Options | https://owasp.org/www-project-secure-headers/#x-frame-options', 'X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies', 'X-XSS-Protection | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.']",[],[],[],['Log Method'],[],"['Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",['0.0'],8086.0,tcp,LOG,"['url: https://owasp.org/www-project-secure-headers/', 'url: https://owasp.org/www-project-secure-headers/#div-headers', 'url: https://securityheaders.com/']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
Web Application Scanning Consolidation / Info Reporting,"[""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', ""- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"", ""- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use"", 'If you think any of this information is wrong please report it to the referenced community forum.', 'Quality of Detection (QoD): 80%']","['The Hostname/IP ""influx13.trabalho_vulnnet"" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the ""Enable generic web application scanning"" option within the ""Global variable settings"" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.']",[],[],[],[],[],[],['0.0'],8086.0,tcp,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
HTTP Security Headers Detection,"[""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', ""- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"", ""- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use"", 'If you think any of this information is wrong please report it to the referenced community forum.', 'Quality of Detection (QoD): 80%']","['The Hostname/IP ""influx13.trabalho_vulnnet"" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the ""Enable generic web application scanning"" option within the ""Global variable settings"" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent ""Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web application scanning. You can enable this again with the ""Add historic /scripts and /cgi-bin to directories for CGI scanning"" option within the ""Global variable settings"" of the scan config in use.', 'The following directories were used for web application scanning:', 'http://influx13.trabalho_vulnnet:8086/', 'While this is not, in and of itself, a bug, you should manually inspect these directories to ensure that they are in compliance with company security standards']",[],[],[],[],[],"['Details: HTTP Security Headers Detection', 'OID:1.3.6.1.4.1.25623.1.0.112081', 'Version used: 2025-03-21T15:40:43Z']",['0.0'],,,LOG,"['url: https://owasp.org/www-project-secure-headers/', 'url: https://owasp.org/www-project-secure-headers/#div-headers', 'url: https://securityheaders.com/']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
Web Application Scanning Consolidation / Info Reporting,"[""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', ""- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"", ""- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use"", 'If you think any of this information is wrong please report it to the referenced community forum.', 'Quality of Detection (QoD): 80%']","['The Hostname/IP ""influx13.trabalho_vulnnet"" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the ""Enable generic web application scanning"" option within the ""Global variable settings"" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent ""Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web application scanning. You can enable this again with the ""Add historic /scripts and /cgi-bin to directories for CGI scanning"" option within the ""Global variable settings"" of the scan config in use.', 'The following directories were used for web application scanning:', 'http://influx13.trabalho_vulnnet:8086/', 'While this is not, in and of itself, a bug, you should manually inspect these directories to ensure that they are in compliance with company security standards']",[],[],[],[],[],"['Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",['0.0'],,,LOG,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
Services,"['This plugin performs service detection.', 'Quality of Detection (QoD): 80%']",['A web server is running on this port'],[],[],[],[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']","['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
IP Forwarding Enabled - Active Check,['Checks if the remote host has IP forwarding enabled.'],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],[],[],[],[],[],"['Sends a crafted Local Link Layer (LLL) frame and checks the response.', 'Details: IP Forwarding Enabled - Active Check', 'OID:1.3.6.1.4.1.25623.1.0.147205', 'Version used: 2021-12-03T08:27:06Z']",['0.0'],,,LOG,['cve: CVE-1999-0511'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
Traceroute,['Collect information about the network route and network distance between the scanner host and the target host.'],"['Network route from scanner (172.30.0.2) to target (172.31.1.73):', '172.30.0.2', '172.31.1.73', 'Network distance between scanner and target: 2']",[],[],[],[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']","[""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'."", 'Details: Traceroute', 'OID:1.3.6.1.4.1.25623.1.0.51662', 'Version used: 2022-10-17T11:13:19Z']",['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
Hostname Determination Reporting,['The script reports information on how the hostname of the target was determined.'],"['Hostname determination for IP 172.31.1.73:', 'Hostname|Source', 'influx13.trabalho_vulnnet|Reverse-DNS']",[],[],[],[],[],"['Details: Hostname Determination Reporting', 'OID:1.3.6.1.4.1.25623.1.0.108449', 'Version used: 2022-07-27T10:11:28Z']",['0.0'],,,LOG,[],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
OS Detection Consolidation and Reporting,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS. It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']","['Best matching OS:', 'OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Concluded from ICMP based OS fingerprint', 'Setting key ""Host/runs_unixoide"" based on this information']",[],[],[],[],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",['0.0'],,,LOG,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
CPE Inventory,"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output. Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.', 'Quality of Detection (QoD): 80%']",['172.31.1.73|cpe:/o:linux:kernel'],[],[],[],"['Log Method', 'Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",[],"['Log Method', 'Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",['0.0'],,,LOG,['url: https://nvd.nist.gov/products/cpe'],[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_influxdb_1.3,172.31.1.73
OpenBSD OpenSSH < 9.3p2 RCE Vulnerability,"[""OpenBSD OpenSSH is prone to a remote code execution (RCE) vulnerability in OpenSSH's forwarded ssh-agent.""]","['Installed version: 8.4p1', 'Fixed version: 9.3p2', 'Installation path / port: 22/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: OpenBSD OpenSSH < 9.3p2 RCE Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.104869', 'Version used: 2023-10-13T05:06:10Z']","['Product: cpe:/a:openbsd:openssh:8.4p1', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],"['Solution type: VendorFix', 'Update to version 9.3p2 or later.']","[""A condition where specific libraries loaded via ssh-agent(1)'s PKCS#11 support could be abused to achieve remote code execution via a forwarded agent socket.""]",[],['9.8'],22.0,tcp,CRITICAL,"['cve: CVE-2023-38408', 'url: https://www.openssh.com/releasenotes.html#9.3p2', 'url: https://www.qualys.com/2023/07/19/cve-2023-38408/rce-openssh-forwarded-ssh-agent.txt', 'cert-bund: WID-SEC-2024-3195', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1082', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-2679', 'cert-bund: WID-SEC-2023-2625', 'cert-bund: WID-SEC-2023-2240', 'cert-bund: WID-SEC-2023-1843', 'cert-bund: WID-SEC-2023-1819', 'dfn-cert: DFN-CERT-2026-0097', 'dfn-cert: DFN-CERT-2025-2802', 'dfn-cert: DFN-CERT-2024-1260', 'dfn-cert: DFN-CERT-2024-0491', 'dfn-cert: DFN-CERT-2023-2792', 'dfn-cert: DFN-CERT-2023-2179', 'dfn-cert: DFN-CERT-2023-1961', 'dfn-cert: DFN-CERT-2023-1920', 'dfn-cert: DFN-CERT-2023-1845', 'dfn-cert: DFN-CERT-2023-1773', 'dfn-cert: DFN-CERT-2023-1665']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_infosecwarrior_ftp_v1,172.30.2.2
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Installed version: 2.4.59', 'Fixed version: 2.4.60', 'Fixed version: 2.4.60   Installation   path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.114682', 'Version used: 2025-08-07T05:44:51Z']","['cpe:/a:apache:http_server:2.4.59', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.59', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],"['Solution type: VendorFix', 'Update to version 2.4.60 or later.']","['The following aws exist:', '- CVE-2024-36387: Denial of Service (DoS) by Null pointer in websocket over HTTP/2', '- CVE-2024-38473: Proxy encoding problem', '- CVE-2024-38474: Weakness with encoded question marks in backreferences', '- CVE-2024-38475: Weakness in mod_rewrite when rst segment of substitution matches lesys-', 'tem path', '- CVE-2024-38476: May use exploitable/malicious backend application output to run local han-', 'dlers via internal redirect', '- CVE-2024-38477: Crash resulting in DoS in mod_proxy via a malicious request', '- CVE-2024-39573: mod_rewrite proxy handler substitution']",[],"['9.8', '7.5']",80.0,tcp,CRITICAL,"['cve: CVE-2024-36387', 'cve: CVE-2024-38473', 'cve: CVE-2024-38474', 'cve: CVE-2024-38475', 'cve: CVE-2024-38476', 'cve: CVE-2024-38477', 'cve: CVE-2024-39573', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.60', 'cert-bund: WID-SEC-2025-1572']",[],[],[],OPENVAS,pdfs_batch_v1_deepseek,openvas_infosecwarrior_ftp_v1,172.30.2.2
