Name,cvss,description,detection_method,detection_result,http_info,identification,impact,insight,log_method,plugin,port,product_detection_result,protocol,references,severity,solution,source
Apache 2.4.x < 2.4.10 Multiple Vulnerabilities,[],"[""""A flaw exists in the 'mod_proxy' module that may allow an attacker to send a specially crafted request to a server configured as a reverse proxy that may cause the child process to crash. This could potentially lead to a denial of service attack. (CVE-2014-0117)"""", """"A flaw exists in the 'mod_deflate' module when request body decompression is configured. This could allow a remote attacker to cause the server to consume significant resources. (CVE-2014-0118)"""", """"A flaw exists in the 'mod_status' module when a publicly accessible server status page is in place. This could allow an attacker to send a specially crafted request designed to cause a heap buffer overflow. (CVE-2014-0226)"""", """"A flaw exists in the 'mod_cgid' module in which CGI scripts that did not consume standard input may be manipulated in order to cause child processes to hang. A remote attacker may be able to abuse this in order to cause a denial of service. (CVE-2014-0231)"""", 'A flaw exists in WinNT MPM versions 2.4.1 to 2.4.9 when using the default AcceptFilter. An attacker may be able to specially craft requests that create a memory leak in the application and may eventually lead to a denial of service attack. (CVE-2014-3523)']",[],[],[],[],[],[],[],"['Plugin ID: 98906', 'Family: Component Vulnerability', 'Publication Date: 2019-01-09T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2014-0117', 'CVE-2014-0118', 'CVE-2014-0226', 'CVE-2014-0231', 'CVE-2014-3523', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.10', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.10']",HIGH,"['Upgrade to Apache version 2.4.10 or later. Alternatively, ensure that the affected modules are not in use.']",TENABLEWAS
Apache 2.4.x < 2.4.10 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.12 Multiple Vulnerabilities,"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['According to its banner, the version of Apache 2.4.x running on the remote host is prior to 2.4.12.', 'It is, therefore, affected by the following vulnerabilities :', '- A flaw exists in module mod_headers that can allow HTTP trailers to replace HTTP headers late during request processing, which a remote attacker can exploit to inject arbitrary headers.', '- A NULL pointer dereference flaw exists in module mod_cache.', '- A out-of-bounds memory read flaw exists in module mod_proxy_fcgi.', '- A flaw exists in module mod_lua when handling a LuaAuthzProvider used in multiple Require directives with different arguments.']",[],[],[],[],[],[],[],"['Plugin ID: 98907', 'Family: Component Vulnerability', 'Publication Date: 2019-01-09T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2013-5704', 'CVE-2014-3581', 'CVE-2014-3583', 'CVE-2014-8109', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.12', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.12']",HIGH,"['Upgrade to Apache version 2.4.12 or later.', 'Alternatively, ensure that the affected modules are not in use.']",TENABLEWAS
Apache 2.4.x < 2.4.12 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.16 Multiple Vulnerabilities,"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","[""""A flaw exists in the lua_websocket_read() function in the 'mod_lua' module due to incorrect handling of WebSocket PING frames."""", 'A NULL pointer dereference flaw exists in the read_request_line() function due to a failure to initialize the protocol structure member.', 'A flaw exists in the chunked transfer coding implementation due to a failure to properly parse chunk headers.', 'A flaw exists in the ap_some_auth_required() function due to a failure to consider that a Require directive may be associated with an authorization setting rather than an authentication setting.', 'A flaw exists in the RC4 algorithm due to an initial double-byte bias in the keystream generation.']",[],[],[],[],[],[],[],"['Plugin ID: 98908', 'Family: Component Vulnerability', 'Publication Date: 2019-01-09T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2015-0228', 'CVE-2015-0253', 'CVE-2015-3183', 'CVE-2015-3185', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.16', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.16']",HIGH,"['Upgrade to Apache version 2.4.16 or later.', 'Alternatively, ensure that the affected modules are not in use.']",TENABLEWAS
Apache 2.4.x < 2.4.16 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.25 Multiple Vulnerabilities,"[8.1, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H']","['A flaw exists in the mod_session_crypto module due to encryption for data and cookies using the configured ciphers with possibly either CBC or ECB modes of operation.', 'A denial of service vulnerability exists in the mod_auth_digest module during client entry allocation.', """"The Apache HTTP Server is affected by a man-in-the-middle vulnerability known as 'httpoxy' due to a failure to properly resolve namespace conflicts in accordance with RFC 3875 section 4.1.18."""", 'A denial of service vulnerability exists in the mod_http2 module due to improper handling of the LimitRequestFields directive.', 'A flaw exists due to improper handling of whitespace patterns in user-agent headers.', 'A CRLF vulnerability exists in the mod_userdir module.']",[],[],[],[],[],[],[],"['Plugin ID: 98910', 'Family: Component Vulnerability', 'Publication Date: 2019-01-09T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2016-0736', 'CVE-2016-2161', 'CVE-2016-5387', 'CVE-2016-8740', 'CVE-2016-4975', 'CVE-2016-8743', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.25', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.25', 'https://httpoxy.org', 'https://www.apache.org/security/asf-httpoxy-response.txt']",HIGH,['Upgrade to Apache version 2.4.25 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.25 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.28 HTTP Vulnerability (OptionsBleed) Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.28 HTTP Vulnerability (OptionsBleed),"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.28. It is, therefore, affected by an HTTP vulnerability related to the <Limit {method}> directive in an .htaccess file.']",[],[],[],[],[],[],[],"['Plugin ID: 98913', 'Family: Component Vulnerability', 'Publication Date: 2019-01-09T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['https://archive.apache.org/dist/httpd/CHANGES_2.4.28', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.28']",HIGH,['Upgrade to Apache version 2.4.28 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.34 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.34 Multiple Vulnerabilities,"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.34. It is, therefore, affected by the following vulnerabilities: - By specially crafting HTTP/2 requests, workers would be allocated 60 seconds longer than necessary, leading to worker exhaustion and a denial of service. (CVE-2018-1333) - By specially crafting HTTP requests, the mod_md challenge handler would dereference a NULL pointer and cause the child process to segfault. This could be used to DoS the server. (CVE-2018-8011)']",[],[],[],[],[],[],[],"['Plugin ID: 98915', 'Family: Component Vulnerability', 'Publication Date: 2019-01-31T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['https://archive.apache.org/dist/httpd/CHANGES_2.4.34', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.34', 'CVE-2018-1333', 'CVE-2018-8011']",HIGH,['Upgrade to Apache version 2.4.34 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.58 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.58 Multiple Vulnerabilities,[],"['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.58. It is, therefore, affected by multiple vulnerabilities:']",[],[],[],[],[],[],[],"['Plugin ID: 114090', 'Family: Component Vulnerability', 'Publication Date: ', 'Modification Date: ']",,[],,[],HIGH,['Upgrade to Apache version 2.4.58 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.59 Multiple Vulnerabilities,"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.59.', 'It is, therefore, affected by multiple vulnerabilities:', '- Faulty input validation in the core of Apache allows malicious or exploitable backend/content generators to split HTTP responses. (CVE-2023-38709)', '- HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack. (CVE-2024-24795)', '- HTTP/2 incoming headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP 413 response. If a client does not stop sending headers, this leads to memory exhaustion. (CVE-2024-27316)']",[],[],[],[],[],[],[],"['Plugin ID: 114249', 'Family: Component Vulnerability', 'Publication Date: 2024-04-09T00:00:00+00:00', 'Modification Date: 2024-04-09T00:00:00+00:00']",,[],,"['CVE-2023-38709', 'CVE-2024-24795', 'CVE-2024-27316', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.59', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.59']",HIGH,['Upgrade to Apache version 2.4.59 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.59 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Apache 2.4.x < 2.4.62 Multiple Vulnerabilities,"[7.5, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.62. It is, therefore, affected by multiple vulnerabilities:', '- A partial fix for CVE-2024-39884 in the core of Apache HTTP Server 2.4.61 ignores some use of the legacy content-type based configuration of handlers. """"AddType"""" and similar configuration, under some circumstances where files are requested indirectly, result in source code disclosure of local content. For example, PHP scripts may be served instead of interpreted. (CVE-2024-40725)', '- SSRF in Apache HTTP Server on Windows with mod_rewrite in server/vhost context, allows to potentially leak NTLM hashes to a malicious server via SSRF and malicious requests. (CVE-2024-40898)']",[],[],[],[],[],[],[],"['Plugin ID: 114385', 'Family: Component Vulnerability', 'Publication Date: 2024-07-22T00:00:00+00:00', 'Modification Date: 2024-07-22T00:00:00+00:00']",,[],,"['CVE-2024-40725', 'CVE-2024-40898', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.62', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.62']",HIGH,['Upgrade to Apache version 2.4.62 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.62 Multiple Vulnerabilities Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],HIGH,[],TENABLEWAS
Missing HTTP Strict Transport Security Policy Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Directory Listing,"[6.9, 'CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N']","['Web servers permitting directory listing are typically used for sharing files.', 'Directory listing allows the client to view a simple list of all the files and folders hosted on the web server.', 'The client is then able to traverse each directory and download the files.', 'Cyber-criminals will utilise the presence of directory listing to discover sensitive files, download protected content, or even just learn how the web application is structured.']",[],[],[],[],[],[],[],"['Plugin ID: 98084', 'Family: Web Servers', 'Publication Date: 2019-02-04T00:00:00+00:00', 'Modification Date: 2024-08-12T00:00:00+00:00']",,[],,['https://www.owasp.org/index.php/OWASP_Periodic_Table_of_Vulnerabilities_-_Directory_Indexing'],MEDIUM,"['Unless the web server is being utilised to share static and non-sensitive files, enabling directory listing is considered a poor security practice', 'This can typically be done with a simple configuration change on the server.', 'The steps to disable the directory listing will differ depending on the type of server being used (IIS, Apache, etc.).', 'If directory listing is required, and permitted, then steps should be taken to ensure that the risk of such a configuration is reduced.', 'These can include: 1. Requiring authentication to access affected pages. 2. Adding the affected path to the `robots.txt` file to prevent the directory contents being searchable via search engines. 3. Ensuring that sensitive files are not stored within the web or document root. 4. Removing any files that are not required for the application to function.']",TENABLEWAS
Directory Listing Instances (8),[],[],[],[],"[{'request': 'GET /passwords/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: cd3f9259fd82e950213bc4599d9dcb6e', 'date: Tue, 19 Nov 2024 01:21:21 GMT', 'server: Google Frontend', 'content-length: 518', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /documents/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 1873fa39a8b9382d83c4888155213b31', 'date: Tue, 19 Nov 2024 00:54:04 GMT', 'server: Google Frontend', 'content-length: 628', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /db/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 891eb0ffb664c618f1876b678be424a3', 'date: Tue, 19 Nov 2024 00:44:55 GMT', 'server: Google Frontend', 'content-length: 477', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /stylesheets/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: a3c4e778db1f606c8341fcda67c48745', 'date: Tue, 19 Nov 2024 01:39:58 GMT', 'server: Google Frontend', 'content-length: 514', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /js/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: d269e02571af679889bd62bd85b4e48a', 'date: Tue, 19 Nov 2024 01:12:19 GMT', 'server: Google Frontend', 'content-length: 532', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /soap/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 0f7345238c4d74fb5acb36bbb17a8516', 'date: Tue, 19 Nov 2024 01:30:25 GMT', 'server: Google Frontend', 'content-length: 649', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /images/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 62a5baa5c9f0d1fad2d940efbf109366;o=1', 'date: Tue, 19 Nov 2024 01:03:16 GMT', 'server: Google Frontend', 'content-length: 769', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /apps/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: e04193ff70c470fdd8143563f51794f7;o=1', 'date: Tue, 19 Nov 2024 00:35:47 GMT', 'server: Google Frontend', 'content-length: 479', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]","['https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/apps/']",[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
PHPinfo Information Disclosure Instances (1),[],[],[],[],"[{'request': 'GET /phpinfo.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'vary: Accept-Encoding', 'content-type: text/html', 'content-encoding: gzip', 'x-cloud-trace-context: 033460d4c241a6aca82daeef78772f13', 'date: Tue, 19 Nov 2024 00:11:32 GMT', 'server: Google Frontend', 'content-length: 18936', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/phpinfo.php'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
PHPinfo Information Disclosure,"[6.9, 'CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N']","[""""Many PHP installation tutorials instruct the user to create a PHP file that calls the PHP function 'phpinfo()' for debugging purposes, and various PHP applications may also include such a file by default. By accessing it, a remote attacker can discover a large amount of information about the remote web server configuration to help conduct further attacks, including : - Versions of the web server, operating system and PHP components - Details of the PHP configuration - Loaded PHP extensions with their configurations - Server environment variables.""""]",[],[],[],[],[],[],[],"['Plugin ID: 98223', 'Family: Web Applications', 'Publication Date: 2018-06-27T00:00:00+00:00', 'Modification Date: 2022-06-28T00:00:00+00:00']",,[],,['http://php.net/manual/en/function.phpinfo.php'],MEDIUM,['Remove the affected file(s).'],TENABLEWAS
Web.config File Information Disclosure Instances (1),[],[],[],[],"[{'request': 'GET /passwords/web.config HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'vary: Accept-Encoding', 'content-type: text/html', 'content-encoding: gzip', 'x-cloud-trace-context: 033460d4c241a6aca82daeef78772f13', 'date: Tue, 19 Nov 2024 00:11:32 GMT', 'server: Google Frontend', 'content-length: 18936', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/passwords/web.config'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Web.config File Information Disclosure,"[6.9, 'CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N']","['An information disclosure vulnerability exists in the remote web server due to the disclosure of the web.config file. An unauthenticated, remote attacker can exploit this, via a simple GET request, to disclose potentially sensitive configuration information.']",[],[],[],[],[],[],[],"['Plugin ID: 98594', 'Family: Data Exposure', 'Publication Date: 2019-05-14T00:00:00+00:00', 'Modification Date: 2022-05-16T00:00:00+00:00']",,[],,[],MEDIUM,"['Ensure proper restrictions are in place, or remove the file if the file is not required.']",TENABLEWAS
SSL/TLS Forward Secrecy Cipher Suites Not Supported Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
SSL/TLS Forward Secrecy Cipher Suites Not Supported,"[6.5, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N']","['The remote host uses at least one SSL/TLS cipher that does not offer forward secrecy (FS), also known as perfect forward secrecy (PFS).']",[],[],[],[],[],[],[],"['Plugin ID: 98617', 'Family: SSL/TLS', 'Publication Date: 2019-06-12T00:00:00+00:00', 'Modification Date: 2022-11-10T00:00:00+00:00']",,[],,['https://www.iana.org/assignments/tls-parameters/tls-parameters.xhtml'],MEDIUM,['Reconfigure the server to disable cipher suites without forward secrecy and retain only cipher suites that provide forward secrecy (ECDHE or DHE based cipher suites).'],TENABLEWAS
Source Code Passive Disclosure Instances (2),[],[],[],[],[],[],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Source Code Passive Disclosure,"[5.3, 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N']","[""""The scanner has detected server-side source code within the server's response. A modern web application will be reliant on several different programming languages.""""]",[],[],[],[],[],[],[],"['Plugin ID: 98779', 'Family: Data Exposure', 'Publication Date: 2019-12-19T00:00:00+00:00', 'Modification Date: 2024-01-03T00:00:00+00:00']",,[],,[],MEDIUM,"['It is important that the server does not deliver server-side code to the client, and the server misconfiguration or server code should be changed to prevent this.']",TENABLEWAS
Apache 2.4.x < 2.4.35 Denial of Service Instances (1),[],[],[],[],"[{'request': 'GET /apps/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/2 200', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"603-626c1e84a7000""""', 'accept-ranges: bytes', 'content-type: text/html', 'x-cloud-trace-context: b51b044286083ea892339be8a5c6cd23', 'date: Tue, 19 Nov 2024 06:12:36 GMT', 'server: Google Frontend', 'content-length: 1539', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/apps/'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
Apache 2.4.x < 2.4.35 Denial of Service,"[5.9, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H']","['According to its banner, the version of Apache running on the remote host is 2.4.x prior to 2.4.35.', 'It is, therefore, affected by a DoS vulnerability.']",[],[],[],[],[],[],[],"['Plugin ID: 98916', 'Family: Component Vulnerability', 'Publication Date: 2019-01-31T00:00:00+00:00', 'Modification Date: 2023-03-14T00:00:00+00:00']",,[],,"['CVE-2018-11763', 'https://archive.apache.org/dist/httpd/CHANGES_2.4.35', 'https://httpd.apache.org/security/vulnerabilities_24.html#2.4.35']",MEDIUM,['Upgrade to Apache version 2.4.35 or later.'],TENABLEWAS
Apache 2.4.x < 2.4.43 Multiple Vulnerabilities Instances (1),[],[],[],[],"[{'request': 'GET /db/bwapp.sqlite HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/2 200', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"3000-626c1e84a7000""""', 'accept-ranges: bytes', 'x-cloud-trace-context: 3b1f04fc2625b48a3ce0ea58d5a10a7e', 'date: Tue, 19 Nov 2024 03:57:00 GMT', 'content-type: text/html', 'server: Google Frontend', 'content-length: 12288', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite'],[],[],[],[],,[],,[],MEDIUM,[],TENABLEWAS
